order_id,quantity,createdAt,item_name,price
18,1,2023-07-03 09:45:42.01+00,Tteokbokki Chicken ,550
18,2,2023-07-03 14:12:08.854+00,Rice per bowl,150
18,1,2023-07-03 14:18:52.131+00,Water,100
18,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
18,1,2023-07-03 14:18:52.131+00,Water,100
19,1,2023-07-03 08:51:14.899+00,kimbap veg,350
20,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
21,1,2023-07-03 09:54:23.423+00,Korean mushroom half,650
21,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
21,1,2023-07-03 13:49:28.721+00,Coke,170
22,1,2023-07-03 11:46:10.442+00,Deonjang Jigae  Veg,550
22,1,2023-07-03 14:18:52.131+00,Water,100
23,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
23,1,2023-07-03 09:48:18.605+00, Kimchi momo Paneer,350
23,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
23,1,2023-07-03 11:42:19.975+00,Jajang Ramen Egg,650
21,1,2023-07-03 14:18:52.131+00,Water,100
23,1,2023-07-03 09:48:18.605+00, Kimchi momo Paneer,350
23,1,2023-07-03 14:18:52.131+00,Water,100
24,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
24,1,2023-07-03 11:57:02.161+00,Jeyuk Deopbap chicken,650
24,1,2023-07-03 12:28:44.816+00,Iced Mocha,430
24,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
24,1,2023-07-03 14:18:52.131+00,Water,100
23,1,2023-07-03 14:18:52.131+00,Water,100
25,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
25,2,2023-07-03 14:09:27.48+00,Surya light,40
26,1,2023-07-03 13:49:28.721+00,Coke,170
26,1,2023-07-03 13:49:38.97+00,Fanta,170
26,1,2023-07-05 06:58:43.95+00,Gurkhas & Guns (60ml),550
27,1,2023-07-03 10:17:13.831+00,Ramen Veg,500
27,1,2023-07-03 09:51:51.547+00,Special Fries,390
27,1,2023-07-03 14:18:52.131+00,Water,100
27,1,2023-07-03 12:05:30.134+00,Jeyuk Bokkeum Pork,1650
27,1,2023-07-03 11:44:32.739+00,Kimchi Jigae Chicken,650
27,2,2023-07-05 06:53:14.653+00,Egg Per piece,85
28,1,2023-07-03 12:05:30.134+00,Jeyuk Bokkeum Pork,1650
28,1,2023-07-03 11:44:32.739+00,Kimchi Jigae Chicken,650
28,1,2023-07-03 14:18:52.131+00,Water,100
28,1,2023-07-03 09:51:51.547+00,Special Fries,390
28,1,2023-07-03 10:17:13.831+00,Ramen Veg,500
28,2,2023-07-05 06:53:14.653+00,Egg Per piece,85
28,1,2023-07-03 14:18:52.131+00,Water,100
28,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
29,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
29,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
30,1,2023-07-05 13:33:15.702+00,Hot Lemon,120
30,1,2023-07-03 14:18:52.131+00,Water,100
30,2,2023-07-03 14:09:12.886+00,Surya Red,40
30,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
30,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
30,1,2023-07-03 11:33:18.077+00,Ramen pork,600
30,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
30,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
31,1,2023-07-03 13:15:23.713+00,Red wine Bottle,3500
31,1,2023-07-03 12:08:15.817+00,Tonkatsu Pork,1650
31,2,2023-07-03 14:09:12.886+00,Surya Red,40
31,2,2023-07-03 14:09:43.927+00,Surya Arctic,50
31,1,2023-07-03 14:18:52.131+00,Water,100
29,1,2023-07-03 14:18:52.131+00,Water,100
31,1,2023-07-05 14:15:09.69+00,Mint lemonade,330
30,2,2023-07-03 14:09:12.886+00,Surya Red,40
32,1,2023-07-03 11:44:18.273+00,Kimchi Jigae Veg,550
32,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
32,1,2023-07-03 12:00:33.981+00,Kimchi Bokkeumbap Beef,800
32,2,2023-07-03 14:09:12.886+00,Surya Red,40
32,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
33,1,2023-07-03 11:44:18.273+00,Kimchi Jigae Veg,550
33,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
33,1,2023-07-03 11:59:40.226+00,Kimchi Bokkeumbap Egg,650
33,1,2023-07-05 14:16:37.038+00,Fresh Lemon soda,200
33,2,2023-07-03 14:09:12.886+00,Surya Red,40
30,2,2023-07-03 14:09:12.886+00,Surya Red,40
33,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
34,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
34,1,2023-07-03 09:44:10.002+00,Kimbap Mix,550
34,1,2023-07-03 13:49:28.721+00,Coke,170
34,1,2023-07-03 14:09:43.927+00,Surya Arctic,50
34,1,2023-07-03 11:33:18.077+00,Ramen pork,600
34,1,2023-07-03 14:18:52.131+00,Water,100
34,1,2023-07-03 14:18:52.131+00,Water,100
35,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
36,2,2023-07-03 12:46:21.655+00,Butterscotch Ice-cream,200
36,1,2023-07-03 14:18:52.131+00,Water,100
37,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
38,1,2023-07-03 11:55:47.129+00,Bibimbap Chicken,650
38,1,2023-07-03 11:33:18.077+00,Ramen pork,600
38,1,2023-07-04 10:46:17.522+00,Blueberry hookah,700
38,1,2023-07-03 09:51:51.547+00,Special Fries,390
39,3,2023-07-03 09:44:33.092+00,Tteokbokki Veg ,500
39,1,2023-07-03 09:57:26.136+00,Kimchi Bokkeum Pork,650
40,1,2023-07-03 09:48:18.605+00, Kimchi momo Paneer,350
40,1,2023-07-03 09:52:14.721+00,Kimchi Jeon Veg,500
40,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
41,2,2023-07-03 12:28:28.014+00,Iced cappucino/latte ,385
42,1,2023-07-03 12:48:55.196+00,Virgin mojito,320
42,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
42,1,2023-07-03 11:35:01.694+00,Rakbokki Chicken,850
43,1,2023-07-03 11:44:49.099+00,Kimchi Jigae Pork,650
43,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
40,1,2023-07-03 14:18:52.131+00,Water,100
44,1,2023-07-03 09:41:28.081+00,kimbap Egg,450
44,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
44,1,2023-07-03 12:48:55.196+00,Virgin mojito,320
44,1,2023-07-03 12:48:18.73+00,Watermelon refresher,300
45,1,2023-07-03 09:48:18.605+00, Kimchi momo Paneer,350
46,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
46,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
46,2,2023-07-03 13:49:38.97+00,Fanta,170
46,4,2023-07-03 14:09:43.927+00,Surya Arctic,50
44,1,2023-07-03 11:34:29.451+00,Rakbokki Veg,700
44,1,2023-07-03 11:33:18.077+00,Ramen pork,600
46,1,2023-07-03 14:18:52.131+00,Water,100
44,1,2023-07-03 14:18:52.131+00,Water,100
47,1,2023-07-03 10:07:43.647+00,Gyeran Mari ,500
47,1,2023-07-03 08:52:02.001+00,Japchae Veg,900
47,1,2023-07-03 11:58:48.929+00,Bulgogi Deopbab Beef,800
48,1,2023-07-03 08:51:14.899+00,kimbap veg,350
48,1,2023-07-03 11:46:10.442+00,Deonjang Jigae  Veg,550
48,1,2023-07-03 11:48:59.338+00,Miyeok Guk veg,550
49,1,2023-07-03 09:43:22.937+00,Kimbap Pork,500
49,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
49,1,2023-07-03 11:33:18.077+00,Ramen pork,600
49,1,2023-07-03 08:52:39.012+00,Soju,500
50,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
50,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
50,1,2023-07-03 12:08:39.144+00,Dak Galbi Chicken,1800
50,1,2023-07-03 09:42:09.243+00,Kimbap Cheese,450
50,1,2023-07-03 13:09:19.901+00,Tuborg,700
50,1,2023-07-03 10:12:58.239+00,Korean prawn Half,1350
50,1,2023-07-03 12:30:13.824+00,Vanilla  Frappe,500
50,1,2023-07-03 14:18:52.131+00,Water,100
50,1,2023-07-03 13:09:19.901+00,Tuborg,700
51,2,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
51,1,2023-07-03 11:55:47.129+00,Bibimbap Chicken,650
51,1,2023-07-03 10:06:32.365+00,Tang Su Yuk  Chicken,900
51,1,2023-07-07 14:26:34.532+00,Jeyuk Bokkeum Pork 1 person,900
51,1,2023-07-03 13:09:19.901+00,Tuborg,700
52,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
52,1,2023-07-03 09:52:14.721+00,Kimchi Jeon Veg,500
52,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
52,1,2023-07-03 11:52:48.111+00,Budae Jigae Chicken 2/3 Person,2200
52,1,2023-07-03 11:57:02.161+00,Jeyuk Deopbap chicken,650
52,1,2023-07-03 14:18:52.131+00,Water,100
53,3,2023-07-05 14:15:09.69+00,Mint lemonade,330
53,1,2023-07-03 14:18:52.131+00,Water,100
52,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
54,1,2023-07-03 13:09:19.901+00,Tuborg,700
54,1,2023-07-03 11:55:15.532+00,Bibimbap Egg,650
54,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
54,1,2023-07-03 09:42:09.243+00,Kimbap Cheese,450
53,1,2023-07-03 14:18:52.131+00,Water,100
55,1,2023-07-03 11:55:47.129+00,Bibimbap Chicken,650
55,1,2023-07-03 09:48:42.06+00, Kimchi momo Chicken,350
56,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
56,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
56,1,2023-07-03 12:48:18.73+00,Watermelon refresher,300
57,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
57,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
57,1,2023-07-03 11:35:01.694+00,Rakbokki Chicken,850
58,1,2023-07-03 08:51:14.899+00,kimbap veg,350
59,1,2023-07-03 11:59:54.636+00,Kimchi Bokkeumbap chicken,650
59,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
59,1,2023-07-03 09:45:42.01+00,Tteokbokki Chicken ,550
60,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
60,1,2023-07-03 11:36:13.734+00,Rakbokki Pork,850
61,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
61,1,2023-07-03 11:56:06.436+00,Bibimbap  Pork,650
61,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
62,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
62,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
62,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
63,1,2023-07-03 09:43:39.371+00,Kimbap Beef,500
63,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
63,1,2023-07-03 09:49:02.216+00, Kimchi momo Pork,380
63,1,2023-07-03 12:49:13.016+00,Kiwi Lime Refresher,370
63,1,2023-07-03 13:07:24.804+00,Barahsinghe ,700
63,1,2023-07-03 13:10:22.599+00,Somersby ,400
64,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
64,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
64,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
63,1,2023-07-03 11:45:38.719+00,Kimchi Jigae Beef,800
63,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
63,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
63,1,2023-07-05 06:53:14.653+00,Egg Per piece,85
63,1,2023-07-03 13:07:24.804+00,Barahsinghe ,700
65,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
65,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
65,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
65,1,2023-07-03 14:18:52.131+00,Water,100
65,1,2023-07-03 12:48:55.196+00,Virgin mojito,320
63,1,2023-07-03 12:48:38.709+00,Blue Angel,320
65,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
65,1,2023-07-03 14:18:52.131+00,Water,100
66,1,2023-07-03 12:05:14.884+00,Jeyuk Bokkeum Chicken,1650
66,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
66,1,2023-07-03 10:07:43.647+00,Gyeran Mari ,500
67,1,2023-07-03 11:44:18.273+00,Kimchi Jigae Veg,550
67,1,2023-07-03 09:44:33.092+00,Tteokbokki Veg ,500
67,1,2023-07-03 08:51:14.899+00,kimbap veg,350
67,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
66,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
68,1,2023-07-03 11:58:48.929+00,Bulgogi Deopbab Beef,800
68,1,2023-07-03 11:46:10.442+00,Deonjang Jigae  Veg,550
69,1,2023-07-03 08:51:14.899+00,kimbap veg,350
69,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
69,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
70,1,2023-07-03 12:02:02.265+00,Jajangbap Pork,650
71,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
72,1,2023-07-03 11:40:37.038+00,Bibim Guksu Egg,600
72,1,2023-07-03 14:18:52.131+00,Water,100
72,1,2023-07-03 11:59:54.636+00,Kimchi Bokkeumbap chicken,650
72,1,2023-07-03 12:45:42.396+00,Vanilla Ice-cream,200
72,1,2023-07-03 12:54:53.403+00,Banana lassi,280
68,1,2023-07-03 14:18:52.131+00,Water,100
73,1,2023-07-03 12:29:46.212+00,Regular Frappe,430
73,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
73,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
73,1,2023-07-03 12:23:31.632+00,Mocha madness Single,420
74,2,2023-07-03 11:44:49.099+00,Kimchi Jigae Pork,650
74,1,2023-07-03 11:42:53.087+00,Jajang Ramen pork,650
74,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
75,1,2023-07-03 12:28:00.749+00,Iced Americano,320
75,1,2023-07-03 12:28:44.816+00,Iced Mocha,430
75,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
75,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
75,1,2023-07-03 11:42:19.975+00,Jajang Ramen Egg,650
75,1,2023-07-03 10:12:58.239+00,Korean prawn Half,1350
73,1,2023-07-03 14:18:52.131+00,Water,100
75,1,2023-07-03 14:18:52.131+00,Water,100
75,3,2023-07-03 14:09:12.886+00,Surya Red,40
76,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
76,1,2023-07-03 11:40:37.038+00,Bibim Guksu Egg,600
77,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
77,1,2023-07-03 10:12:58.239+00,Korean prawn Half,1350
77,1,2023-07-03 12:46:03.581+00,Chocolate Ice-cream,200
78,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
78,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
79,1,2023-07-03 11:56:06.436+00,Bibimbap  Pork,650
79,1,2023-07-03 09:43:39.371+00,Kimbap Beef,500
77,1,2023-07-03 14:18:52.131+00,Water,100
79,1,2023-07-03 12:48:38.709+00,Blue Angel,320
79,1,2023-07-03 12:32:04.415+00,Hot Lemon Honey,190
80,2,2023-07-03 14:09:27.48+00,Surya light,40
78,1,2023-07-03 14:18:52.131+00,Water,100
81,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
81,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
81,1,2023-07-03 09:57:26.136+00,Kimchi Bokkeum Pork,650
82,1,2023-07-03 11:59:40.226+00,Kimchi Bokkeumbap Egg,650
82,1,2023-07-03 11:40:37.038+00,Bibim Guksu Egg,600
82,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
83,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
83,1,2023-07-09 15:29:13.909+00,Lemonade,250
83,1,2023-07-03 14:18:52.131+00,Water,100
84,1,2023-07-05 14:15:09.69+00,Mint lemonade,330
85,1,2023-07-03 12:28:00.749+00,Iced Americano,320
85,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
85,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
85,1,2023-07-03 09:48:18.605+00, Kimchi momo Paneer,350
85,1,2023-07-03 12:28:44.816+00,Iced Mocha,430
84,2,2023-07-03 14:09:27.48+00,Surya light,40
86,1,2023-07-03 11:59:54.636+00,Kimchi Bokkeumbap chicken,650
86,1,2023-07-03 12:01:31.852+00,Jajangbap Chicken,650
86,1,2023-07-03 12:54:18.478+00,Sweet lassi,220
86,1,2023-07-03 12:54:53.403+00,Banana lassi,280
84,1,2023-07-03 12:46:21.655+00,Butterscotch Ice-cream,200
84,1,2023-07-03 14:18:52.131+00,Water,100
84,2,2023-07-03 14:09:27.48+00,Surya light,40
84,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
85,1,2023-07-03 14:18:52.131+00,Water,100
86,1,2023-07-03 14:18:52.131+00,Water,100
87,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
87,1,2023-07-03 12:48:55.196+00,Virgin mojito,320
87,1,2023-07-03 12:48:18.73+00,Watermelon refresher,300
88,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
88,1,2023-07-03 09:51:51.547+00,Special Fries,390
88,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
88,1,2023-07-03 11:35:01.694+00,Rakbokki Chicken,850
88,1,2023-07-03 13:49:59.261+00,Sprite,170
88,1,2023-07-03 12:48:18.73+00,Watermelon refresher,300
88,1,2023-07-03 13:09:19.901+00,Tuborg,700
88,1,2023-07-03 11:57:19.956+00,Jeyuk Deopbap Pork,650
88,1,2023-07-03 14:18:52.131+00,Water,100
88,1,2023-07-03 13:09:19.901+00,Tuborg,700
88,1,2023-07-03 09:45:22.171+00,Tteokbokki Cheese,550
89,1,2023-07-03 09:44:33.092+00,Tteokbokki Veg ,500
89,1,2023-07-03 11:33:02.113+00,Ramen Chicken,600
89,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
89,1,2023-07-03 13:49:28.721+00,Coke,170
88,1,2023-07-03 14:18:52.131+00,Water,100
90,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
90,1,2023-07-03 10:07:43.647+00,Gyeran Mari ,500
90,1,2023-07-03 11:57:02.161+00,Jeyuk Deopbap chicken,650
90,1,2023-07-03 13:49:59.261+00,Sprite,170
90,1,2023-07-03 13:49:28.721+00,Coke,170
90,1,2023-07-03 14:18:52.131+00,Water,100
91,1,2023-07-03 11:57:02.161+00,Jeyuk Deopbap chicken,650
91,1,2023-07-03 12:02:02.265+00,Jajangbap Pork,650
92,1,2023-07-03 08:51:14.899+00,kimbap veg,350
92,1,2023-07-03 11:32:46.609+00,Ramen Egg,600
93,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
93,2,2023-07-03 14:09:43.927+00,Surya Arctic,50
93,1,2023-07-03 10:17:13.831+00,Ramen Veg,500
93,1,2023-07-03 14:18:52.131+00,Water,100
93,1,2023-07-03 12:49:13.016+00,Kiwi Lime Refresher,370
94,1,2023-07-03 11:42:53.087+00,Jajang Ramen pork,650
94,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
94,1,2023-07-03 14:18:52.131+00,Water,100
94,2,2023-07-03 12:54:53.403+00,Banana lassi,280
94,1,2023-07-03 14:09:43.927+00,Surya Arctic,50
92,1,2023-07-03 14:18:52.131+00,Water,100
94,1,2023-07-03 11:55:47.129+00,Bibimbap Chicken,650
95,1,2023-07-03 11:35:01.694+00,Rakbokki Chicken,850
95,1,2023-07-03 11:55:47.129+00,Bibimbap Chicken,650
95,1,2023-07-03 11:49:17.205+00,Miyeok Guk Chicken,650
95,1,2023-07-03 10:12:58.239+00,Korean prawn Half,1350
95,1,2023-07-03 10:07:43.647+00,Gyeran Mari ,500
95,1,2023-07-03 13:02:36.544+00,Banana smoothie,370
95,1,2023-07-03 14:18:52.131+00,Water,100
96,1,2023-07-03 11:59:54.636+00,Kimchi Bokkeumbap chicken,650
96,1,2023-07-03 12:46:03.581+00,Chocolate Ice-cream,200
97,1,2023-07-03 09:45:00.716+00,Tteokbokki Egg ,550
97,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
97,1,2023-07-03 13:49:28.721+00,Coke,170
97,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
97,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
98,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
98,1,2023-07-03 09:48:42.06+00, Kimchi momo Chicken,350
99,1,2023-07-03 08:51:14.899+00,kimbap veg,350
99,1,2023-07-03 09:51:51.547+00,Special Fries,390
99,1,2023-07-03 11:34:29.451+00,Rakbokki Veg,700
100,1,2023-07-03 09:44:10.002+00,Kimbap Mix,550
100,1,2023-07-03 09:51:51.547+00,Special Fries,390
100,1,2023-07-03 13:00:18.501+00,Strawberry smoothie,320
100,1,2023-07-03 12:46:03.581+00,Chocolate Ice-cream,200
100,1,2023-07-03 14:18:52.131+00,Water,100
99,1,2023-07-03 14:18:52.131+00,Water,100
97,1,2023-07-03 14:18:52.131+00,Water,100
101,1,2023-07-03 12:47:59.421+00,Mint Lime refresher,300
102,1,2023-07-03 13:06:58.347+00,Gorkha ,650
103,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
103,1,2023-07-03 11:35:01.694+00,Rakbokki Chicken,850
103,1,2023-07-03 12:48:18.73+00,Watermelon refresher,300
101,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
101,1,2023-07-03 13:21:55.796+00,Khukuri Rum  (180 ml ),900
101,4,2023-07-03 14:09:27.48+00,Surya light,40
101,1,2023-07-03 14:18:52.131+00,Water,100
103,1,2023-07-03 14:18:52.131+00,Water,100
101,1,2023-07-03 11:42:53.087+00,Jajang Ramen pork,650
101,1,2023-07-05 06:53:14.653+00,Egg Per piece,85
104,1,2023-07-03 11:55:47.129+00,Bibimbap Chicken,650
104,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
104,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
105,1,2023-07-03 09:41:28.081+00,kimbap Egg,450
105,1,2023-07-03 09:55:09.738+00,Tofu Kimchi Veg,550
105,1,2023-07-03 14:12:08.854+00,Rice per bowl,150
101,3,2023-07-04 09:46:06.977+00,Khukuri Rum  (30 ml ),175
101,2,2023-07-03 14:09:27.48+00,Surya light,40
106,1,2023-07-03 11:35:01.694+00,Rakbokki Chicken,850
106,1,2023-07-03 09:53:49.656+00,Korean Chicken Full,1700
106,1,2023-07-03 11:59:19.213+00,Kimchi Bokkeumbap veg,550
106,2,2023-07-03 13:07:24.804+00,Barahsinghe ,700
105,1,2023-07-03 14:18:52.131+00,Water,100
101,4,2023-07-03 14:09:27.48+00,Surya light,40
107,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
108,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
108,1,2023-07-03 11:57:02.161+00,Jeyuk Deopbap chicken,650
108,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
109,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
109,1,2023-07-03 09:43:01.334+00,Kimbap Tuna,450
109,1,2023-07-03 11:59:54.636+00,Kimchi Bokkeumbap chicken,650
109,1,2023-07-03 09:48:42.06+00, Kimchi momo Chicken,350
109,1,2023-07-03 13:49:38.97+00,Fanta,170
109,1,2023-07-03 12:41:57.011+00,Peach ice tea,320
110,1,2023-07-03 09:48:42.06+00, Kimchi momo Chicken,350
109,1,2023-07-03 13:49:59.261+00,Sprite,170
109,1,2023-07-03 14:18:52.131+00,Water,100
111,1,2023-07-03 14:18:52.131+00,Water,100
111,1,2023-07-03 11:44:49.099+00,Kimchi Jigae Pork,650
111,1,2023-07-04 09:58:10.607+00,Samgyeopsal Pork 1 person,1100
111,1,2023-07-03 09:42:36.87+00,Kimbap Chicken ,450
107,1,2023-07-03 14:18:52.131+00,Water,100
107,1,2023-07-03 11:36:33.748+00,Rakbokki Beef,900
110,1,2023-07-03 14:09:12.886+00,Surya Red,40
110,1,2023-07-03 14:18:52.131+00,Water,100
112,1,2023-07-03 09:53:28.324+00,Korean Chicken Half,900
112,1,2023-07-03 11:42:35.992+00,Jajang Ramen Chicken,650
112,1,2023-07-03 09:49:02.216+00, Kimchi momo Pork,380
113,1,2023-07-03 12:04:47.697+00,Bulgogi Bokkeum Beef,2200
114,1,2023-07-03 12:03:26.494+00,Samgyeopsal Pork (450 gm),2000
